Description,Price,Rating,ReviewCount,Url
Spacebase Startopia - Xbox One,$59.99,ESRB Rating: Teen,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0701575YD4BDFRDN9VF&url=%2FDeep-Silver-Spacebase-Startopia-Xbox-One%2Fdp%2FB08F6RGBQM%2Fref%3Dsr_1_9_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882028%26sr%3D8-9-spons%26psc%3D1&qualifier=1618882028&id=7987472109749070&widgetName=sp_mtf
"RUNMUS Gaming Headset Xbox One Headset with 7.1 Surround Sound Stereo, PS4 Headset with Noise Canceling Mic & LED Light, Compatible with PC, PS4, Xbox One Controller(Adapter Needed), Nintendo Switch",$19.99,"80,677",4.4 out of 5 stars,https://www.amazon.com/RUNMUS-Surround-Canceling-Compatible-Controller/dp/B07GRM747Y/ref=sr_1_10?dchild=1&keywords=xbox+games&qid=1618882028&sr=8-10
Watch Dogs Legion - Xbox One Standard Edition,$18.99,ESRB Rating: Mature,4.6 out of 5 stars,https://www.amazon.com/Watch-Dogs-Legion-Xbox-One-Standard/dp/B07SJ2T3CW/ref=sr_1_11?dchild=1&keywords=xbox+games&qid=1618882028&sr=8-11
PGA TOUR 2K21 - Xbox One,$27.99,ESRB Rating: Everyone,4.6 out of 5 stars,https://www.amazon.com/PGA-TOUR-2K21-Xbox-One/dp/B088GDVZXZ/ref=sr_1_12?dchild=1&keywords=xbox+games&qid=1618882028&sr=8-12
Xbox Game Pass Ultimate: 1 Month Membership [Digital Code],$14.99,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0805963Z9S5F1VP9OJD&url=%2FXbox-Game-Pass-Ultimate-Membership%2Fdp%2FB07TFP7JFH%2Fref%3Dsr_1_14_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882028%26sr%3D8-14-spons%26psc%3D1&qualifier=1618882028&id=7987472109749070&widgetName=sp_mtf
Xbox Game Pass - 3 Month Membership - Xbox One [Digital Code],$29.99,"Sep 15, 2018",4.6 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Membership-Digital/dp/B07HRDSTZ4/ref=sr_1_15?dchild=1&keywords=xbox+games&qid=1618882028&sr=8-15
FIFA 21 – Xbox One & Xbox Series X,$19.88,ESRB Rating: Rating Pending,4.7 out of 5 stars,https://www.amazon.com/FIFA-21-Xbox-One-X/dp/B089F479ZR/ref=sr_1_16?dchild=1&keywords=xbox+games&qid=1618882028&sr=8-16
"Seagate Game Drive 2TB External Hard Drive Portable HDD, Designed For Xbox One, Green - 1 year Rescue Service (STEA2000403)",$74.99,"30,616",4.8 out of 5 stars,https://www.amazon.com/Seagate-Game-Drive-Green-STEA2000403/dp/B01065S79E/ref=sr_1_17?dchild=1&keywords=xbox+games&qid=1618882028&sr=8-17
"Just Dance 2021 Xbox Series X|S, Xbox One",$24.99,ESRB Rating: Everyone,4.7 out of 5 stars,https://www.amazon.com/Just-Dance-2021-Xbox-One/dp/B08GQW447N/ref=sr_1_18?dchild=1&keywords=xbox+games&qid=1618882028&sr=8-18
Xbox Game Pass for PC - 3-Month Membership - PC [Online Game Code],$29.99,ESRB Rating: Everyone,4.2 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08060193VGM1QI4E6OKA&url=%2FXbox-Game-Pass-PC-Membership%2Fdp%2FB08KJW9BK7%2Fref%3Dsr_1_19_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882028%26sr%3D8-19-spons%26psc%3D1&qualifier=1618882028&id=7987472109749070&widgetName=sp_btf
USAOPOLY Halo Monopoly Board Game,$72.49,48,4.7 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A028671930W3G7ZN7LZ6W&url=%2FUSAOPOLY-Halo-Monopoly-Board-Game%2Fdp%2FB07YSY34JZ%2Fref%3Dsr_1_20_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882028%26sr%3D8-20-spons%26psc%3D1%26smid%3DA37SYHX13GSHLR&qualifier=1618882028&id=7987472109749070&widgetName=sp_btf
Tony Stewart All American Racing (Xbox One - XB1),$53.00,ESRB Rating: Everyone,4.7 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0809313166JHYPUF0XCT&url=%2FTony-Stewart-American-Racing-PlayStation-4%2Fdp%2FB08JXPPFWM%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882028%26sr%3D8-21-spons%26psc%3D1%26smid%3DA1ZCPEKKFKNQH2&qualifier=1618882028&id=7987472109749070&widgetName=sp_btf
Xbox Game Pass Ultimate: 3 Month Membership [Digital Code],$44.88,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Ultimate-Membership/dp/B07TGNFVWV/ref=sr_1_1?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-1
"RUNMUS Gaming Headset Xbox One Headset with 7.1 Surround Sound Stereo, PS4 Headset with Noise Canceling Mic & LED Light, Compatible with PC, PS4, Xbox One Controller(Adapter Needed), Nintendo Switch",$19.99,"80,677",4.4 out of 5 stars,https://www.amazon.com/RUNMUS-Surround-Canceling-Compatible-Controller/dp/B07GRM747Y/ref=sr_1_2?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-2
"Controller Battery Pack for Xbox Series X|S/Xbox One, BEBONCOOL 2x2550 mAh Rechargeable Battery Pack for Xbox Series X|S/Xbox One/Xbox One S/Xbox One X/Xbox One Elite Controller",$21.20,"27,336",4.8 out of 5 stars,https://www.amazon.com/BEBONCOOL-Battery-2x2200mAh-Rechargebale-Controller/dp/B07J65C9CZ/ref=sr_1_3?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-3
Marvel's Avengers - Xbox One,$24.99,ESRB Rating: Teen,4.5 out of 5 stars,https://www.amazon.com/Marvels-Avengers-Xbox-One/dp/B07SK56TM6/ref=sr_1_4?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-4
NBA 2K21 - Xbox One,$18.99,ESRB Rating: Everyone,4.8 out of 5 stars,https://www.amazon.com/NBA-2K21-Xbox-One/dp/B08BXHCQKR/ref=sr_1_5?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-5
Need for Speed: Hot Pursuit Remastered - Xbox One,$19.99,ESRB Rating: Everyone 10+,4.6 out of 5 stars,https://www.amazon.com/Need-Speed-Hot-Pursuit-Remastered-Xbox/dp/B08KHVMKPF/ref=sr_1_6?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-6
Xbox Game Pass Ultimate: 1 Month Membership [Digital Code],$14.99,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Ultimate-Membership/dp/B07TFP7JFH/ref=sr_1_7?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-7
"Assassin’s Creed Valhalla Xbox Series X|S, Xbox One Standard Edition",$39.82,ESRB Rating: Mature,4.8 out of 5 stars,https://www.amazon.com/Assassins-Creed-Valhalla-Xbox-One-Standard/dp/B087XR383W/ref=sr_1_8?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-8
Spacebase Startopia - Xbox One,$59.99,ESRB Rating: Teen,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0701575YD4BDFRDN9VF&url=%2FDeep-Silver-Spacebase-Startopia-Xbox-One%2Fdp%2FB08F6RGBQM%2Fref%3Dsr_1_9_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882030%26sr%3D8-9-spons%26psc%3D1&qualifier=1618882030&id=426718009909217&widgetName=sp_mtf
Watch Dogs Legion - Xbox One Standard Edition,$18.99,ESRB Rating: Mature,4.6 out of 5 stars,https://www.amazon.com/Watch-Dogs-Legion-Xbox-One-Standard/dp/B07SJ2T3CW/ref=sr_1_10?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-10
PGA TOUR 2K21 - Xbox One,$27.99,ESRB Rating: Everyone,4.6 out of 5 stars,https://www.amazon.com/PGA-TOUR-2K21-Xbox-One/dp/B088GDVZXZ/ref=sr_1_11?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-11
Xbox Game Pass - 3 Month Membership - Xbox One [Digital Code],$29.99,"Sep 15, 2018",4.6 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Membership-Digital/dp/B07HRDSTZ4/ref=sr_1_13?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-13
Planet Coaster - Xbox Series X Console Edition,$37.95,ESRB Rating: Rating Pending,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06854111G2G2NPSTSO2N&url=%2FPlanet-Coaster-Xbox-X-Console%2Fdp%2FB08P7W64BD%2Fref%3Dsr_1_14_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882030%26sr%3D8-14-spons%26psc%3D1&qualifier=1618882030&id=426718009909217&widgetName=sp_mtf
FIFA 21 – Xbox One & Xbox Series X,$19.88,ESRB Rating: Rating Pending,4.7 out of 5 stars,https://www.amazon.com/FIFA-21-Xbox-One-X/dp/B089F479ZR/ref=sr_1_15?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-15
"BENGOO G9700 Gaming Headset Headphones for PS4 PS5 Xbox One PC Controller, Noise Canceling Over Ear Headphones with Mic, White LED Light, Bass Surround Sound, Earmuffs for Nintendo 64 Gameboy Advance",$19.99,82,5.0 out of 5 stars,https://www.amazon.com/BENGOO-Headphones-Controller-Canceling-Surround/dp/B08ZD5JPY5/ref=sr_1_16?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-16
"Seagate Game Drive 2TB External Hard Drive Portable HDD, Designed For Xbox One, Green - 1 year Rescue Service (STEA2000403)",$74.99,"30,616",4.8 out of 5 stars,https://www.amazon.com/Seagate-Game-Drive-Green-STEA2000403/dp/B01065S79E/ref=sr_1_17?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-17
"Just Dance 2021 Xbox Series X|S, Xbox One",$24.99,ESRB Rating: Everyone,4.7 out of 5 stars,https://www.amazon.com/Just-Dance-2021-Xbox-One/dp/B08GQW447N/ref=sr_1_18?dchild=1&keywords=xbox+games&qid=1618882030&sr=8-18
Xbox Game Pass Ultimate: 1 Month Membership [Digital Code],$14.99,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0805963Z9S5F1VP9OJD&url=%2FXbox-Game-Pass-Ultimate-Membership%2Fdp%2FB07TFP7JFH%2Fref%3Dsr_1_19_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882030%26sr%3D8-19-spons%26psc%3D1&qualifier=1618882030&id=426718009909217&widgetName=sp_btf
Xbox Game Pass for PC - 3-Month Membership - PC [Online Game Code],$29.99,ESRB Rating: Everyone,4.2 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08060193VGM1QI4E6OKA&url=%2FXbox-Game-Pass-PC-Membership%2Fdp%2FB08KJW9BK7%2Fref%3Dsr_1_20_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882030%26sr%3D8-20-spons%26psc%3D1&qualifier=1618882030&id=426718009909217&widgetName=sp_btf
USAOPOLY Halo Monopoly Board Game,$72.49,48,4.7 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A028671930W3G7ZN7LZ6W&url=%2FUSAOPOLY-Halo-Monopoly-Board-Game%2Fdp%2FB07YSY34JZ%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882030%26sr%3D8-21-spons%26psc%3D1%26smid%3DA37SYHX13GSHLR&qualifier=1618882030&id=426718009909217&widgetName=sp_btf
Xbox Game Pass Ultimate: 3 Month Membership [Digital Code],$44.88,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Ultimate-Membership/dp/B07TGNFVWV/ref=sr_1_1?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-1
"Controller Battery Pack for Xbox Series X|S/Xbox One, BEBONCOOL 2x2550 mAh Rechargeable Battery Pack for Xbox Series X|S/Xbox One/Xbox One S/Xbox One X/Xbox One Elite Controller",$21.20,"27,336",4.8 out of 5 stars,https://www.amazon.com/BEBONCOOL-Battery-2x2200mAh-Rechargebale-Controller/dp/B07J65C9CZ/ref=sr_1_2?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-2
Marvel's Avengers - Xbox One,$24.99,ESRB Rating: Teen,4.5 out of 5 stars,https://www.amazon.com/Marvels-Avengers-Xbox-One/dp/B07SK56TM6/ref=sr_1_3?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-3
NBA 2K21 - Xbox One,$18.99,ESRB Rating: Everyone,4.8 out of 5 stars,https://www.amazon.com/NBA-2K21-Xbox-One/dp/B08BXHCQKR/ref=sr_1_4?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-4
Need for Speed: Hot Pursuit Remastered - Xbox One,$19.99,ESRB Rating: Everyone 10+,4.6 out of 5 stars,https://www.amazon.com/Need-Speed-Hot-Pursuit-Remastered-Xbox/dp/B08KHVMKPF/ref=sr_1_5?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-5
Battlefield 1: Revolution - Xbox One [Digital Code],$39.99,ESRB Rating: Mature,4.5 out of 5 stars,https://www.amazon.com/Battlefield-Revolution-Xbox-Digital-Code/dp/B0754V1TV2/ref=sr_1_6?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-6
Xbox Game Pass Ultimate: 1 Month Membership [Digital Code],$14.99,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Ultimate-Membership/dp/B07TFP7JFH/ref=sr_1_7?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-7
"Assassin’s Creed Valhalla Xbox Series X|S, Xbox One Standard Edition",$39.82,ESRB Rating: Mature,4.8 out of 5 stars,https://www.amazon.com/Assassins-Creed-Valhalla-Xbox-One-Standard/dp/B087XR383W/ref=sr_1_8?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-8
Spacebase Startopia - Xbox One,$59.99,ESRB Rating: Teen,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0701575YD4BDFRDN9VF&url=%2FDeep-Silver-Spacebase-Startopia-Xbox-One%2Fdp%2FB08F6RGBQM%2Fref%3Dsr_1_9_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882032%26sr%3D8-9-spons%26psc%3D1&qualifier=1618882032&id=2676947985664634&widgetName=sp_mtf
"RUNMUS Gaming Headset Xbox One Headset with 7.1 Surround Sound Stereo, PS4 Headset with Noise Canceling Mic & LED Light, Compatible with PC, PS4, Xbox One Controller(Adapter Needed), Nintendo Switch",$19.99,"80,677",4.4 out of 5 stars,https://www.amazon.com/RUNMUS-Surround-Canceling-Compatible-Controller/dp/B07GRM747Y/ref=sr_1_10?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-10
Watch Dogs Legion - Xbox One Standard Edition,$18.99,ESRB Rating: Mature,4.6 out of 5 stars,https://www.amazon.com/Watch-Dogs-Legion-Xbox-One-Standard/dp/B07SJ2T3CW/ref=sr_1_11?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-11
PGA TOUR 2K21 - Xbox One,$27.99,ESRB Rating: Everyone,4.6 out of 5 stars,https://www.amazon.com/PGA-TOUR-2K21-Xbox-One/dp/B088GDVZXZ/ref=sr_1_12?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-12
Xbox Game Pass Ultimate: 1 Month Membership [Digital Code],$14.99,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0805963Z9S5F1VP9OJD&url=%2FXbox-Game-Pass-Ultimate-Membership%2Fdp%2FB07TFP7JFH%2Fref%3Dsr_1_14_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882032%26sr%3D8-14-spons%26psc%3D1&qualifier=1618882032&id=2676947985664634&widgetName=sp_mtf
Xbox Game Pass - 3 Month Membership - Xbox One [Digital Code],$29.99,"Sep 15, 2018",4.6 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Membership-Digital/dp/B07HRDSTZ4/ref=sr_1_15?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-15
FIFA 21 – Xbox One & Xbox Series X,$19.88,ESRB Rating: Rating Pending,4.7 out of 5 stars,https://www.amazon.com/FIFA-21-Xbox-One-X/dp/B089F479ZR/ref=sr_1_16?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-16
"Seagate Game Drive 2TB External Hard Drive Portable HDD, Designed For Xbox One, Green - 1 year Rescue Service (STEA2000403)",$74.99,"30,616",4.8 out of 5 stars,https://www.amazon.com/Seagate-Game-Drive-Green-STEA2000403/dp/B01065S79E/ref=sr_1_17?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-17
"Just Dance 2021 Xbox Series X|S, Xbox One",$24.99,ESRB Rating: Everyone,4.7 out of 5 stars,https://www.amazon.com/Just-Dance-2021-Xbox-One/dp/B08GQW447N/ref=sr_1_18?dchild=1&keywords=xbox+games&qid=1618882032&sr=8-18
Xbox Game Pass for PC - 3-Month Membership - PC [Online Game Code],$29.99,ESRB Rating: Everyone,4.2 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08060193VGM1QI4E6OKA&url=%2FXbox-Game-Pass-PC-Membership%2Fdp%2FB08KJW9BK7%2Fref%3Dsr_1_19_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882032%26sr%3D8-19-spons%26psc%3D1&qualifier=1618882032&id=2676947985664634&widgetName=sp_btf
USAOPOLY Halo Monopoly Board Game,$72.49,48,4.7 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A028671930W3G7ZN7LZ6W&url=%2FUSAOPOLY-Halo-Monopoly-Board-Game%2Fdp%2FB07YSY34JZ%2Fref%3Dsr_1_20_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882032%26sr%3D8-20-spons%26psc%3D1%26smid%3DA37SYHX13GSHLR&qualifier=1618882032&id=2676947985664634&widgetName=sp_btf
Tony Stewart All American Racing (Xbox One - XB1),$53.00,ESRB Rating: Everyone,4.7 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0809313166JHYPUF0XCT&url=%2FTony-Stewart-American-Racing-PlayStation-4%2Fdp%2FB08JXPPFWM%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882032%26sr%3D8-21-spons%26psc%3D1%26smid%3DA1ZCPEKKFKNQH2&qualifier=1618882032&id=2676947985664634&widgetName=sp_btf
Xbox Game Pass Ultimate: 3 Month Membership [Digital Code],$44.88,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Ultimate-Membership/dp/B07TGNFVWV/ref=sr_1_1?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-1
"RUNMUS Gaming Headset Xbox One Headset with 7.1 Surround Sound Stereo, PS4 Headset with Noise Canceling Mic & LED Light, Compatible with PC, PS4, Xbox One Controller(Adapter Needed), Nintendo Switch",$19.99,"80,677",4.4 out of 5 stars,https://www.amazon.com/RUNMUS-Surround-Canceling-Compatible-Controller/dp/B07GRM747Y/ref=sr_1_2?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-2
"Controller Battery Pack for Xbox Series X|S/Xbox One, BEBONCOOL 2x2550 mAh Rechargeable Battery Pack for Xbox Series X|S/Xbox One/Xbox One S/Xbox One X/Xbox One Elite Controller",$21.20,"27,336",4.8 out of 5 stars,https://www.amazon.com/BEBONCOOL-Battery-2x2200mAh-Rechargebale-Controller/dp/B07J65C9CZ/ref=sr_1_3?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-3
Marvel's Avengers - Xbox One,$24.99,ESRB Rating: Teen,4.5 out of 5 stars,https://www.amazon.com/Marvels-Avengers-Xbox-One/dp/B07SK56TM6/ref=sr_1_4?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-4
NBA 2K21 - Xbox One,$18.99,ESRB Rating: Everyone,4.8 out of 5 stars,https://www.amazon.com/NBA-2K21-Xbox-One/dp/B08BXHCQKR/ref=sr_1_5?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-5
Need for Speed: Hot Pursuit Remastered - Xbox One,$19.99,ESRB Rating: Everyone 10+,4.6 out of 5 stars,https://www.amazon.com/Need-Speed-Hot-Pursuit-Remastered-Xbox/dp/B08KHVMKPF/ref=sr_1_6?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-6
Xbox Game Pass Ultimate: 1 Month Membership [Digital Code],$14.99,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Ultimate-Membership/dp/B07TFP7JFH/ref=sr_1_7?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-7
"Assassin’s Creed Valhalla Xbox Series X|S, Xbox One Standard Edition",$39.82,ESRB Rating: Mature,4.8 out of 5 stars,https://www.amazon.com/Assassins-Creed-Valhalla-Xbox-One-Standard/dp/B087XR383W/ref=sr_1_8?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-8
Spacebase Startopia - Xbox One,$59.99,ESRB Rating: Teen,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0701575YD4BDFRDN9VF&url=%2FDeep-Silver-Spacebase-Startopia-Xbox-One%2Fdp%2FB08F6RGBQM%2Fref%3Dsr_1_9_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882034%26sr%3D8-9-spons%26psc%3D1&qualifier=1618882035&id=7643939606474473&widgetName=sp_mtf
Watch Dogs Legion - Xbox One Standard Edition,$18.99,ESRB Rating: Mature,4.6 out of 5 stars,https://www.amazon.com/Watch-Dogs-Legion-Xbox-One-Standard/dp/B07SJ2T3CW/ref=sr_1_10?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-10
PGA TOUR 2K21 - Xbox One,$27.99,ESRB Rating: Everyone,4.6 out of 5 stars,https://www.amazon.com/PGA-TOUR-2K21-Xbox-One/dp/B088GDVZXZ/ref=sr_1_11?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-11
Xbox Game Pass - 3 Month Membership - Xbox One [Digital Code],$29.99,"Sep 15, 2018",4.6 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Membership-Digital/dp/B07HRDSTZ4/ref=sr_1_13?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-13
Planet Coaster - Xbox Series X Console Edition,$37.95,ESRB Rating: Rating Pending,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06854111G2G2NPSTSO2N&url=%2FPlanet-Coaster-Xbox-X-Console%2Fdp%2FB08P7W64BD%2Fref%3Dsr_1_14_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882034%26sr%3D8-14-spons%26psc%3D1&qualifier=1618882035&id=7643939606474473&widgetName=sp_mtf
FIFA 21 – Xbox One & Xbox Series X,$19.88,ESRB Rating: Rating Pending,4.7 out of 5 stars,https://www.amazon.com/FIFA-21-Xbox-One-X/dp/B089F479ZR/ref=sr_1_15?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-15
"BENGOO G9700 Gaming Headset Headphones for PS4 PS5 Xbox One PC Controller, Noise Canceling Over Ear Headphones with Mic, White LED Light, Bass Surround Sound, Earmuffs for Nintendo 64 Gameboy Advance",$19.99,82,5.0 out of 5 stars,https://www.amazon.com/BENGOO-Headphones-Controller-Canceling-Surround/dp/B08ZD5JPY5/ref=sr_1_16?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-16
"Seagate Game Drive 2TB External Hard Drive Portable HDD, Designed For Xbox One, Green - 1 year Rescue Service (STEA2000403)",$74.99,"30,616",4.8 out of 5 stars,https://www.amazon.com/Seagate-Game-Drive-Green-STEA2000403/dp/B01065S79E/ref=sr_1_17?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-17
"Just Dance 2021 Xbox Series X|S, Xbox One",$24.99,ESRB Rating: Everyone,4.7 out of 5 stars,https://www.amazon.com/Just-Dance-2021-Xbox-One/dp/B08GQW447N/ref=sr_1_18?dchild=1&keywords=xbox+games&qid=1618882034&sr=8-18
Xbox Game Pass Ultimate: 1 Month Membership [Digital Code],$14.99,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0805963Z9S5F1VP9OJD&url=%2FXbox-Game-Pass-Ultimate-Membership%2Fdp%2FB07TFP7JFH%2Fref%3Dsr_1_19_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882034%26sr%3D8-19-spons%26psc%3D1&qualifier=1618882035&id=7643939606474473&widgetName=sp_btf
Xbox Game Pass for PC - 3-Month Membership - PC [Online Game Code],$29.99,ESRB Rating: Everyone,4.2 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08060193VGM1QI4E6OKA&url=%2FXbox-Game-Pass-PC-Membership%2Fdp%2FB08KJW9BK7%2Fref%3Dsr_1_20_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882034%26sr%3D8-20-spons%26psc%3D1&qualifier=1618882035&id=7643939606474473&widgetName=sp_btf
USAOPOLY Halo Monopoly Board Game,$72.49,48,4.7 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A028671930W3G7ZN7LZ6W&url=%2FUSAOPOLY-Halo-Monopoly-Board-Game%2Fdp%2FB07YSY34JZ%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dxbox%2Bgames%26qid%3D1618882034%26sr%3D8-21-spons%26psc%3D1%26smid%3DA37SYHX13GSHLR&qualifier=1618882035&id=7643939606474473&widgetName=sp_btf
Xbox Game Pass Ultimate: 3 Month Membership [Digital Code],$44.88,"Jun 13, 2019",4.8 out of 5 stars,https://www.amazon.com/Xbox-Game-Pass-Ultimate-Membership/dp/B07TGNFVWV/ref=sr_1_1?dchild=1&keywords=xbox+games&qid=1618882037&sr=8-1
